Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unidade Relato Nível 6;Unid Digitação Nível 6;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Código Subclasse Nat Sec1;Tentado/Consumado Nat Sec1;Código Subclasse Nat Sec2;Tentado/Consumado Nat Sec2;Código Subclasse Nat Sec3;Tentado/Consumado Nat Sec3;ALVO;Descrição Meio Utilizado;Data Comunicação Fato;Horário Comunicação Fato;Data Fato;Horário Fato;Data Última Atualização;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Matrícula Digitador;Matrícula Relator;Qtde Ocorrências
2019-000035432-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;7 CIA PM RV/BPMRV/CPRV;7 CIA PM RV/BPMRV/CPRV;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARMAS DE FOGO;01/01/2019;07:00:00;01/01/2019;06:55:00;03/01/2019;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;29;NOVA FORTALEZA;;;;DIVINOPOLIS;-20,10907920;-44,91043370;PM1141720;1141720;1
2019-017236818-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;14/04/2019;00:34:00;14/04/2019;00:34:27;16/04/2019;RUA;CAMPO BELO;;PREENCHIMENTO OPCIONAL;;1271;MORADA NOVA;;;;DIVINOPOLIS;-20,16508690;-44,91045900;PM1414531;1414531;1
2019-029490847-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;22/06/2019;11:02:00;22/06/2019;11:02:58;23/06/2019;RUA;GERALDO SERRANO;;PREENCHIMENTO OPCIONAL;;2340;MORADA NOVA;;;KIT SÃO JUDAS;DIVINOPOLIS;-20,16803610;-44,91046830;PM1517663;1517663;1
2019-003279230-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ABUSO DE CONFIANCA;22/01/2019;09:30:00;22/01/2019;09:30:31;24/01/2019;ALAMEDA;OZIRES JOAQUIM DE OLIVEIRA;;PREENCHIMENTO OPCIONAL;;110;PLANALTO;;CASA;;DIVINOPOLIS;-20,14459520;-44,91059490;PM1136621;1136621;1
2019-006803009-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;12/02/2019;22:41:00;12/02/2019;22:41:39;14/02/2019;RUA;ERICO VERISSIMO;;PREENCHIMENTO OPCIONAL;;2140;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16450260;-44,91073920;PM1573088;1573088;1
2019-050803285-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;16/10/2019;21:57:00;16/10/2019;21:57:38;18/10/2019;RUA;JOSE LOURENCO;;PREENCHIMENTO OPCIONAL;;1170;SAO JUDAS TADEU;;;SWG84;DIVINOPOLIS;-20,16386300;-44,91080350;PM1058122;1058122;1
2019-026788033-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;07/06/2019;08:57:00;07/06/2019;08:57:13;10/06/2019;RUA;CABO JOSE CORREA;;PREENCHIMENTO OPCIONAL;;691;ALTEROSA;;;;DIVINOPOLIS;-20,18681940;-44,91090450;PM1461409;1461409;1
2019-037879608-001;POLICIA MILITAR;INVÁLIDO;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);07/08/2019;21:09:00;07/08/2019;06:30:00;09/08/2019;RUA;CINCO;MEDITERRANEO;PREENCHIMENTO OPCIONAL;;401.000;NOVA FORTALEZA II;NOVA FORTALEZA II;;PONTO DE ONIBUS;DIVINOPOLIS;-20,11141870;-44,91091720;PM1400951;1400951;1
2019-037726102-001;POLICIA MILITAR;INVÁLIDO;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;07/08/2019;06:12:00;07/08/2019;06:12:59;11/08/2019;RUA;JOAO PAULO I;JOAO PAULO I;PREENCHIMENTO OPCIONAL;;420.000;NOVA FORTALEZA II;;;;DIVINOPOLIS;-20,11193660;-44,91098960;PM1458744;1458744;1
2019-030680091-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;28/06/2019;15:10:00;28/06/2019;15:10:30;30/06/2019;ALAMEDA;RIO PERDIDO;;PREENCHIMENTO OPCIONAL;;20;PLANALTO;;;;DIVINOPOLIS;-20,14569950;-44,91100660;PM1699594;1699594;1
2019-015094407-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);01/04/2019;22:19:00;01/04/2019;22:19:00;03/04/2019;RUA;CAMPO BELO;;PREENCHIMENTO OPCIONAL;;1310;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16473280;-44,91101270;PM1573088;1573088;1
2019-032844790-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;10/07/2019;16:26:00;08/07/2019;20:00:00;12/07/2019;RUA;ABELARDO MOREIRA GOMES;;PREENCHIMENTO OPCIONAL;;31;BELVEDERE II;;;;DIVINOPOLIS;-20,17683710;-44,91101970;PM1341676;1341676;1
2019-027052493-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Coletivo;AMEACA;08/06/2019;20:57:00;08/06/2019;20:57:55;10/06/2019;RUA;CLARITA LADEIRA;;PREENCHIMENTO OPCIONAL;;151;PLANALTO;;;;DIVINOPOLIS;-20,14765040;-44,91105020;PM1461409;1461409;1
2019-003606939-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;24/01/2019;08:15:00;24/01/2019;08:15:23;27/01/2019;RUA;PERNAMBUCO;;PREENCHIMENTO OPCIONAL;;2845;ORION;;;;DIVINOPOLIS;-20,13999130;-44,91105890;PM1504000;1504000;1
2019-021741980-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;09/05/2019;23:04:00;09/05/2019;23:04:40;12/05/2019;RUA;CAMPOS GERAIS;;PREENCHIMENTO OPCIONAL;;1005;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16034200;-44,91109280;PM1135433;1135433;1
2019-019626916-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;27/04/2019;18:08:00;27/04/2019;18:08:51;02/05/2019;RUA;DORINHA GONTIJO;;PREENCHIMENTO OPCIONAL;;10;JARDIM BRASILIA;;;;DIVINOPOLIS;-20,12905370;-44,91114920;PM1488238;1488238;1
2019-020416992-001;POLICIA MILITAR;INVÁLIDO;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;02/05/2019;10:38:00;02/05/2019;10:38:36;04/05/2019;RUA;RIO DE JANEIRO;RIO DE JANEIRO;PREENCHIMENTO OPCIONAL;;2628.00;LEVINDO DE PAULA PEREIRA;;;PET SHOP/ CLINICA VETERINÁRIA  VILLA ANIMAL;DIVINOPOLIS;-20,13462990;-44,91115980;PM1135615;1135615;1
2019-027246131-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO C/EXPLOS;10/06/2019;09:24:00;10/06/2019;09:24:30;12/06/2019;RUA;TUCURUCA;;PREENCHIMENTO OPCIONAL;;980;MORADA NOVA;;;;DIVINOPOLIS;-20,16915410;-44,91119900;PM1517663;1380351;1
2019-038093100-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;B01121;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Diversos;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;08/08/2019;21:52:00;08/08/2019;21:52:08;10/08/2019;ALAMEDA;OZIRES JOAQUIM DE OLIVEIRA;;PREENCHIMENTO OPCIONAL;;152;PLANALTO;;;;DIVINOPOLIS;-20,14430990;-44,91126770;PM1389931;1389931;1
2019-010276364-001;POLICIA MILITAR;INVÁLIDO;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;05/03/2019;06:35:00;05/03/2019;06:35:50;07/03/2019;ALAMEDA;T;FLORES;PREENCHIMENTO OPCIONAL;;111.000;PLANALTO;PLANALTO;;;DIVINOPOLIS;-20,14200040;-44,91135170;PM1418524;1418524;1
2019-034932308-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ABUSO DE CONFIANCA;22/07/2019;15:15:00;29/05/2019;02:00:00;24/07/2019;AVENIDA;PARANA;;PREENCHIMENTO OPCIONAL;;2851;BELVEDERE II;;;;DIVINOPOLIS;-20,16988870;-44,91139980;PM1507789;1507789;1
2019-001966087-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;14/01/2019;07:02:00;14/01/2019;07:02:39;16/01/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1210;SANTA LUZIA;;SUPERMERCADO BH;;DIVINOPOLIS;-20,15737260;-44,91140410;PM1416767;1416767;1
2019-006561871-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;1ª DELEGACIA REGIONAL DE POLICIA CIVIL/DIVINOPOLIS;1ª DELEGACIA REGIONAL DE POLICIA CIVIL/DIVINOPOLIS;DELEGACIA DE POLICIA CIVIL DE PLANTAO/DIVINOPOLIS;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);11/02/2019;16:50:00;02/02/2019;18:30:00;12/02/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1210;SANTA LUZIA;;;SUPERMERCADO BH;DIVINOPOLIS;-20,15737260;-44,91140410;PC1256877;1256877;1
2019-012488353-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;18/03/2019;08:18:00;18/03/2019;08:18:00;19/03/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1210;SANTA LUZIA;;;SUPERMERCADO BH;DIVINOPOLIS;-20,15737260;-44,91140410;PM1168434;1168434;1
2019-019974889-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ABUSO DE CONFIANCA;29/04/2019;20:03:00;29/04/2019;20:03:55;01/05/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1210;SANTA LUZIA;;;;DIVINOPOLIS;-20,15737260;-44,91140410;PM1469261;1469261;1
2019-052846805-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;28/10/2019;11:49:00;28/10/2019;11:49:19;29/10/2019;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;1210;SANTA LUZIA;;;;DIVINOPOLIS;-20,15737260;-44,91140410;PM1464767;1464767;1
2019-010709480-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;07/03/2019;15:41:00;07/03/2019;15:41:55;09/03/2019;RUA;MEDITERRANEO;;PREENCHIMENTO OPCIONAL;;593;NOVA FORTALEZA II;;;;DIVINOPOLIS;-20,10986940;-44,91142260;PM1135623;1135623;1
2019-030016562-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;25/06/2019;11:27:00;25/06/2019;11:27:12;28/06/2019;RUA;ORQUIDEA;VICENTE MATEUS;PREENCHIMENTO OPCIONAL;;736.000;NOVA FORTALEZA II;;;;DIVINOPOLIS;-20,11332190;-44,91142360;PM1543651;1543651;1
2019-021146291-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;06/05/2019;17:48:00;06/05/2019;17:48:45;09/05/2019;RUA;CAPELINHA;;PREENCHIMENTO OPCIONAL;;1047;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16207890;-44,91142680;PM1418524;1418524;1
2019-044563669-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;12/09/2019;21:15:00;12/09/2019;21:15:48;15/09/2019;RUA;RAIMUNDO CORREA;;PREENCHIMENTO OPCIONAL;;590;SAO JUDAS TADEU;;;SWG84;DIVINOPOLIS;-20,16053950;-44,91153350;PM1058122;1058122;1
2019-035286033-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;24/07/2019;12:04:00;24/07/2019;12:04:30;26/07/2019;RUA;PROFESSOR ANTONIO J PINTO;CLARINDO ANTONIO DE MELO;PREENCHIMENTO OPCIONAL;;540.000;LEVINDO DE PAULA PEREIRA;JARDIM BRASILIA;;;DIVINOPOLIS;-20,13172850;-44,91160550;PM1201326;1201326;1
2019-050845784-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;17/10/2019;06:20:00;17/10/2019;06:20:16;19/10/2019;RUA;LAGOA DA PRATA;;PREENCHIMENTO OPCIONAL;;522;BELVEDERE II;;;;DIVINOPOLIS;-20,17755990;-44,91168680;PM1630243;1630243;1
2019-022448610-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;14/05/2019;01:57:00;14/05/2019;01:57:51;16/05/2019;RUA;RAIMUNDO CORREA;;PREENCHIMENTO OPCIONAL;;689;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16172600;-44,91176100;PM1418524;1418524;1
2019-008032831-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;20/02/2019;10:06:00;20/02/2019;10:06:03;22/02/2019;RODOVIA;ANEL RODOVIARIO PRESIDENTE TANCREDO NEVES;;PREENCHIMENTO OPCIONAL;;7576;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,12118830;-44,91177990;PM1543529;1543529;1
2019-016988499-001;POLICIA CIVIL;53 CIA PM/23 BPM/7 RPM;1ª DELEGACIA REGIONAL DE POLICIA CIVIL/DIVINOPOLIS;1ª DELEGACIA REGIONAL DE POLICIA CIVIL/DIVINOPOLIS;DELEGACIA DE POLICIA CIVIL DE PLANTAO/DIVINOPOLIS;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;12/04/2019;14:30:00;12/04/2019;14:30:00;14/04/2019;RODOVIA;ANEL RODOVIARIO PRESIDENTE TANCREDO NEVES;;PREENCHIMENTO OPCIONAL;;7576;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,12118830;-44,91177990;PC667662;667662;1
2019-024596318-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;B01121;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Diversos;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;26/05/2019;07:32:00;26/05/2019;07:32:15;27/05/2019;RODOVIA;ANEL RODOVIARIO PRESIDENTE TANCREDO NEVES;;PREENCHIMENTO OPCIONAL;;7576;CHACARAS XAVANTE;;;;DIVINOPOLIS;-20,12118830;-44,91177990;PM1543651;1543651;1
2019-037112561-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;03/08/2019;15:53:00;03/08/2019;15:53:13;05/08/2019;RODOVIA;ANEL RODOVIARIO PRESIDENTE TANCREDO NEVES;;PREENCHIMENTO OPCIONAL;;7576;CHACARAS XAVANTE;;SOCORRO VAN DIESEL;;DIVINOPOLIS;-20,12118830;-44,91177990;PM1338698;1338698;1
2019-050821380-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARMAS DE FOGO;16/10/2019;23:33:00;16/10/2019;23:33:31;19/10/2019;RUA;CARBONITA;;PREENCHIMENTO OPCIONAL;;1140;SAO JUDAS TADEU;;;;DIVINOPOLIS;-20,16265290;-44,91179190;PM1316389;1316389;1
2019-040391692-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;21/08/2019;14:30:00;21/08/2019;14:30:01;23/08/2019;RUA;CAMPO BELO;;PREENCHIMENTO OPCIONAL;;1360;SAO JUDAS TADEU;;AP-204;;DIVINOPOLIS;-20,16447530;-44,91182610;PM1414986;1414986;1
2019-032695326-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;09/07/2019;20:06:00;09/07/2019;20:06:42;10/07/2019;RUA;TUCURUCA;;PREENCHIMENTO OPCIONAL;;1030;MORADA NOVA;;;;DIVINOPOLIS;-20,16895960;-44,91183400;PM1135508;1135508;1
