Número REDS;Órgão Unidade Registro
2019-001788491-001;POLICIA MILITAR
2019-059079272-001;POLICIA MILITAR
2018-012332311-001;POLICIA MILITAR
2018-026320630-001;POLICIA MILITAR
2018-023178811-001;POLICIA MILITAR
2019-026218347-001;POLICIA CIVIL
2018-026108737-001;POLICIA MILITAR
2018-010012449-001;POLICIA MILITAR
2019-005743559-001;POLICIA MILITAR
2019-039553148-001;POLICIA MILITAR
2019-003469434-001;POLICIA MILITAR
2019-020066520-001;POLICIA MILITAR
2018-032002654-001;POLICIA MILITAR
2019-027607196-001;POLICIA MILITAR
2019-021492309-001;POLICIA MILITAR
2019-054524042-001;POLICIA MILITAR
2019-014321463-001;POLICIA MILITAR
2018-013022565-001;POLICIA MILITAR
2018-018201528-001;POLICIA MILITAR
2019-040509112-001;POLICIA MILITAR
2018-033086114-001;POLICIA MILITAR
2018-025383510-001;POLICIA MILITAR
2019-035267799-001;POLICIA MILITAR
2019-032332619-001;POLICIA MILITAR
2019-047293473-001;POLICIA MILITAR
2018-047792167-001;POLICIA CIVIL
2018-015236450-001;POLICIA MILITAR
2019-021583596-001;POLICIA MILITAR
2019-024485114-001;POLICIA MILITAR
2019-042732218-001;POLICIA CIVIL
2019-000116943-001;POLICIA MILITAR
2019-013137964-001;POLICIA MILITAR
2019-019585990-001;POLICIA MILITAR
2019-005404054-001;POLICIA MILITAR
2019-029174817-001;POLICIA MILITAR
2018-023553644-001;POLICIA MILITAR
2019-040107278-001;POLICIA MILITAR
2018-053438566-001;POLICIA MILITAR
2019-016715074-001;POLICIA MILITAR
2018-030673910-001;POLICIA MILITAR
2018-026615414-001;POLICIA MILITAR
2018-010134601-001;POLICIA MILITAR
2018-041859930-001;POLICIA MILITAR
2018-029026251-001;POLICIA MILITAR
2019-008560830-001;POLICIA MILITAR
2018-041925870-001;POLICIA CIVIL
2019-045208290-001;POLICIA MILITAR
2019-006493316-001;POLICIA CIVIL
2018-050655103-001;POLICIA MILITAR
2018-006910349-001;POLICIA MILITAR
2018-045910567-001;POLICIA MILITAR
2018-022399292-001;POLICIA MILITAR
2018-030373755-001;POLICIA MILITAR
2018-031853688-001;POLICIA MILITAR
2019-024060040-001;POLICIA MILITAR
2019-032400046-001;POLICIA MILITAR
2018-047456440-001;POLICIA MILITAR
2019-055648424-001;POLICIA MILITAR
2018-003989907-001;POLICIA MILITAR
2019-028820195-001;POLICIA MILITAR
2018-043461077-001;POLICIA MILITAR
2018-008890591-001;POLICIA MILITAR
2019-012626025-001;POLICIA MILITAR
2018-036773726-001;POLICIA MILITAR
2019-036793532-001;POLICIA MILITAR
2019-011471151-001;POLICIA MILITAR
2019-001885271-001;POLICIA MILITAR
2018-011657661-001;POLICIA MILITAR
2019-052621198-001;POLICIA MILITAR
2018-024029550-001;POLICIA MILITAR
2018-001318535-001;POLICIA MILITAR
2018-002462749-001;POLICIA MILITAR
2019-006310300-001;POLICIA MILITAR
2019-021831088-001;POLICIA MILITAR
2019-022277192-001;POLICIA MILITAR
2019-005150277-001;POLICIA MILITAR
2018-057512394-001;POLICIA MILITAR
2019-051624636-001;POLICIA MILITAR
2018-007271310-001;POLICIA MILITAR
2019-044232160-001;POLICIA MILITAR
2018-014558480-001;POLICIA MILITAR
2018-011864080-001;POLICIA CIVIL
2019-052907503-001;POLICIA MILITAR
2018-027615885-001;POLICIA MILITAR
2018-046870504-001;POLICIA MILITAR
2018-000629957-001;POLICIA MILITAR
2018-000408225-001;POLICIA MILITAR
2019-045604307-001;POLICIA MILITAR
2019-029112423-001;POLICIA MILITAR
2019-056209403-001;POLICIA MILITAR
2019-056366230-001;POLICIA MILITAR
2019-003798084-001;POLICIA MILITAR
2019-053049599-001;POLICIA MILITAR
2018-050239083-001;POLICIA MILITAR
2018-054502660-002;POLICIA MILITAR
2018-054530184-001;POLICIA MILITAR
2019-049031460-001;POLICIA MILITAR
2018-021280160-001;POLICIA MILITAR
2018-015485468-001;POLICIA MILITAR
2019-003739320-001;POLICIA MILITAR
2019-042822968-001;POLICIA MILITAR
2019-042747714-001;POLICIA MILITAR
2019-041673342-001;POLICIA MILITAR
2019-046264775-001;POLICIA MILITAR
2018-054095329-001;POLICIA MILITAR
2019-037712271-001;POLICIA MILITAR
2018-044038910-001;POLICIA CIVIL
2018-054502660-001;POLICIA MILITAR
2018-024960272-001;POLICIA MILITAR
2018-052440410-001;POLICIA MILITAR
2018-010709099-001;POLICIA CIVIL
2019-045318383-001;POLICIA MILITAR
2019-032150241-001;POLICIA MILITAR
2019-041781239-001;POLICIA MILITAR
2018-043880510-001;POLICIA CIVIL
2019-007194479-002;POLICIA MILITAR
2018-003060306-001;POLICIA MILITAR
2019-023324850-001;POLICIA MILITAR
2019-057376126-001;POLICIA MILITAR
2018-004338120-001;POLICIA MILITAR
2019-027559848-001;POLICIA MILITAR
2019-032394730-001;POLICIA MILITAR
2019-056517725-001;POLICIA MILITAR
2019-017876047-001;POLICIA MILITAR
2018-013730813-001;POLICIA MILITAR
2018-010980235-001;POLICIA MILITAR
2018-022030729-001;POLICIA MILITAR
2018-052184296-001;POLICIA MILITAR
2019-040188129-001;POLICIA MILITAR
2019-032685816-001;POLICIA MILITAR
2019-010416769-001;POLICIA MILITAR
2019-011144749-001;POLICIA MILITAR
2018-006411129-001;POLICIA MILITAR
2019-051495021-001;POLICIA MILITAR
2018-007281780-001;POLICIA MILITAR
2018-003326969-001;POLICIA MILITAR
2018-005783460-001;POLICIA MILITAR
2019-020216974-001;POLICIA MILITAR
2019-020216974-002;POLICIA MILITAR
2019-048691988-001;POLICIA MILITAR
2018-051053943-001;POLICIA MILITAR
2018-034855741-001;POLICIA MILITAR
2018-051015890-001;POLICIA MILITAR
2018-051193694-001;POLICIA MILITAR
2019-001624820-001;POLICIA CIVIL
2019-033847748-001;POLICIA MILITAR
2019-001087254-001;POLICIA MILITAR
2018-038476700-001;POLICIA MILITAR
2018-036234125-001;POLICIA MILITAR
2019-002262997-001;POLICIA MILITAR
2019-002007590-001;POLICIA MILITAR
2019-054915846-001;POLICIA MILITAR
2019-003842779-001;POLICIA MILITAR
2018-036011431-001;POLICIA MILITAR
2019-010094560-001;POLICIA MILITAR
2018-033582973-001;POLICIA MILITAR
2018-004395511-001;POLICIA MILITAR
2019-030709433-001;POLICIA MILITAR
2019-048074380-001;POLICIA MILITAR
2018-043969482-001;POLICIA MILITAR
2019-006134949-001;POLICIA MILITAR
2019-014507895-001;POLICIA MILITAR
2019-023847072-001;POLICIA MILITAR
2018-051551990-001;POLICIA MILITAR
2018-022209180-001;POLICIA MILITAR
2019-053816273-001;POLICIA MILITAR
2018-041680855-001;POLICIA MILITAR
2018-011112743-001;POLICIA MILITAR
2018-040914779-001;POLICIA MILITAR
2019-012468233-001;POLICIA MILITAR
2018-014349614-001;POLICIA MILITAR
2019-004616236-001;POLICIA MILITAR
2019-035602968-001;POLICIA MILITAR
2019-025070293-001;POLICIA MILITAR
2019-056254884-001;POLICIA MILITAR
2019-032217040-001;POLICIA MILITAR
2018-018235914-001;POLICIA MILITAR
2019-019560416-001;POLICIA MILITAR
2018-000249257-001;POLICIA MILITAR
2018-006320922-001;POLICIA MILITAR
2019-011613674-001;POLICIA MILITAR
2019-019204770-001;POLICIA MILITAR
2019-020995179-001;POLICIA MILITAR
2019-011142295-001;POLICIA MILITAR
2018-008681531-001;POLICIA MILITAR
2019-055778260-001;POLICIA MILITAR
2018-028992173-001;POLICIA MILITAR
2019-011487182-001;POLICIA MILITAR
2018-006740800-001;POLICIA MILITAR
2018-052902749-001;POLICIA MILITAR
2019-057381824-001;POLICIA MILITAR
2019-015742082-001;POLICIA MILITAR
2018-050569561-001;POLICIA MILITAR
2019-001922018-001;POLICIA MILITAR
2019-008300049-001;POLICIA MILITAR
2018-006586821-001;POLICIA MILITAR
2019-017684824-001;POLICIA MILITAR
2018-028919340-001;POLICIA MILITAR
2018-032295712-001;POLICIA MILITAR
2019-024093011-001;POLICIA MILITAR
2018-055740255-001;POLICIA MILITAR
2019-032233658-001;POLICIA MILITAR
2019-058047897-001;POLICIA MILITAR
2019-034621506-001;POLICIA MILITAR
2019-053475627-001;POLICIA MILITAR
2019-004075903-001;POLICIA MILITAR
2018-038362242-001;POLICIA MILITAR
2018-015846390-001;POLICIA MILITAR
2019-021219031-001;POLICIA MILITAR
2019-039244057-001;POLICIA MILITAR
2019-024341146-001;POLICIA MILITAR
2018-029812640-001;POLICIA MILITAR
2019-054073316-001;POLICIA MILITAR
2019-016563790-001;POLICIA MILITAR
2019-034872294-001;POLICIA MILITAR
2019-035286544-001;POLICIA MILITAR
2019-001683345-001;POLICIA MILITAR
2019-027420017-001;POLICIA MILITAR
2018-017114549-001;POLICIA MILITAR
2019-028897912-001;POLICIA MILITAR
2018-000431574-001;POLICIA MILITAR
2019-042033127-001;POLICIA MILITAR
2018-050040320-001;POLICIA MILITAR
2019-021761335-001;POLICIA MILITAR
2018-048881866-002;POLICIA MILITAR
2019-053015118-001;POLICIA MILITAR
2019-011603290-001;POLICIA MILITAR
2019-018319604-001;POLICIA MILITAR
2018-010838539-001;POLICIA MILITAR
2018-055768369-001;POLICIA MILITAR
2018-020991261-001;POLICIA MILITAR
2019-007129930-001;POLICIA MILITAR
2018-027300496-001;POLICIA MILITAR
2019-058017743-001;POLICIA MILITAR
2019-051352556-001;POLICIA MILITAR
2018-013116811-001;POLICIA MILITAR
2019-031180071-001;POLICIA MILITAR
2018-000577303-001;POLICIA MILITAR
2019-041443854-001;POLICIA MILITAR
2019-022987571-001;POLICIA MILITAR
2019-044776990-001;POLICIA MILITAR
2019-015248047-001;POLICIA MILITAR
2018-028656261-001;POLICIA MILITAR
2018-054266423-001;POLICIA MILITAR
2018-049901669-001;POLICIA MILITAR
2018-001506401-001;POLICIA MILITAR
2018-044602417-001;POLICIA MILITAR
2018-003800990-001;POLICIA CIVIL
2018-013067005-001;POLICIA CIVIL
2018-056378130-001;POLICIA MILITAR
2018-020346832-001;POLICIA MILITAR
2019-002510604-001;POLICIA CIVIL
2019-032586870-001;POLICIA CIVIL
2018-046761353-001;POLICIA MILITAR
2019-056975724-001;POLICIA MILITAR
2018-002261795-001;POLICIA MILITAR
2018-055210229-001;POLICIA MILITAR
2018-057360740-001;POLICIA MILITAR
2018-016889443-001;POLICIA MILITAR
2018-019487845-001;POLICIA MILITAR
2018-019521070-001;POLICIA MILITAR
2018-043805416-001;POLICIA MILITAR
2018-029225773-001;POLICIA MILITAR
2018-044319822-001;POLICIA MILITAR
2018-045339680-001;POLICIA MILITAR
2019-011043904-001;POLICIA MILITAR
2019-055239471-001;POLICIA MILITAR
2019-055239471-002;POLICIA MILITAR
2018-047888977-001;POLICIA MILITAR
2018-057200648-001;POLICIA MILITAR
2019-047203041-001;POLICIA MILITAR
2018-057761502-001;POLICIA MILITAR
2018-056234870-001;POLICIA CIVIL
2018-042889122-001;POLICIA MILITAR
2018-051132998-001;POLICIA MILITAR
2019-000963214-001;POLICIA CIVIL
2018-032659426-001;POLICIA MILITAR
2018-049390308-001;POLICIA MILITAR
2018-053762276-001;POLICIA CIVIL
2019-029869258-001;POLICIA MILITAR
2018-012061474-001;POLICIA MILITAR
2018-044244873-001;POLICIA MILITAR
2019-046959410-001;POLICIA MILITAR
2019-047851834-001;POLICIA MILITAR
2019-017117765-001;POLICIA MILITAR
2018-022106767-001;POLICIA MILITAR
2019-008041180-001;POLICIA CIVIL
2019-017478880-001;POLICIA CIVIL
2019-022161033-001;POLICIA MILITAR
2019-047013267-001;POLICIA CIVIL
2019-035265300-001;POLICIA MILITAR
2018-029287026-001;POLICIA MILITAR
2018-017113109-001;POLICIA MILITAR
2019-039805740-001;POLICIA MILITAR
2019-002581820-001;POLICIA MILITAR
2018-037587320-001;POLICIA MILITAR
2019-021005455-001;POLICIA MILITAR
2018-014909909-001;POLICIA MILITAR
2019-012900292-001;POLICIA MILITAR
2019-020811519-001;POLICIA MILITAR
2019-056080810-001;POLICIA MILITAR
2018-037118283-001;POLICIA MILITAR
2018-046756467-001;POLICIA MILITAR
2019-039990574-001;POLICIA MILITAR
2019-042921750-001;POLICIA CIVIL
2019-021906247-001;POLICIA MILITAR
2019-006957301-001;POLICIA MILITAR
2018-050497757-001;POLICIA MILITAR
2018-008156746-001;POLICIA MILITAR
2018-042528834-001;POLICIA MILITAR
2018-042528834-002;POLICIA MILITAR
2018-019441021-001;POLICIA MILITAR
2018-032027002-001;POLICIA MILITAR
2018-052089370-001;POLICIA MILITAR
2019-030249314-001;POLICIA MILITAR
2019-040032024-001;POLICIA MILITAR
2018-042274888-001;POLICIA MILITAR
2018-003585120-001;POLICIA CIVIL
2019-012284168-001;POLICIA MILITAR
2019-033499883-001;POLICIA MILITAR
2018-042453910-001;POLICIA MILITAR
2018-041075146-001;POLICIA MILITAR
2018-050342660-001;POLICIA MILITAR
2018-049247165-001;POLICIA MILITAR
2018-009499660-001;POLICIA MILITAR
2018-017473351-001;POLICIA MILITAR
2019-043098669-001;POLICIA MILITAR
2018-041485200-001;POLICIA MILITAR
2018-042702434-001;POLICIA MILITAR
2018-046831078-001;POLICIA MILITAR
2018-000890355-001;POLICIA MILITAR
2018-010060540-001;POLICIA MILITAR
2018-034821881-001;POLICIA MILITAR
2018-034866350-001;POLICIA MILITAR
2018-034821881-002;POLICIA MILITAR
2018-042127847-001;POLICIA MILITAR
2018-043553023-001;POLICIA MILITAR
2019-015772862-001;POLICIA MILITAR
2019-039936384-001;POLICIA MILITAR
2018-044893768-001;POLICIA MILITAR
2018-053043275-001;POLICIA MILITAR
2019-019360833-001;POLICIA MILITAR
2019-032322851-001;POLICIA MILITAR
2018-053699133-001;POLICIA MILITAR
2018-004316735-001;POLICIA MILITAR
2019-031304000-001;POLICIA MILITAR
2019-010801712-001;POLICIA MILITAR
2018-044455205-001;POLICIA MILITAR
2018-057399685-001;POLICIA MILITAR
2019-003112962-001;POLICIA CIVIL
2018-040070603-001;POLICIA MILITAR
2018-029089966-001;POLICIA MILITAR
2018-027285771-001;POLICIA MILITAR
2018-032047477-001;POLICIA MILITAR
2019-056180269-001;POLICIA MILITAR
2019-011525120-001;POLICIA MILITAR
2019-015496414-001;POLICIA MILITAR
2018-030103767-001;POLICIA CIVIL
2019-039895480-001;POLICIA MILITAR
2019-042667790-001;POLICIA MILITAR
2018-046187262-001;POLICIA MILITAR
2019-001028635-001;POLICIA MILITAR
2019-020905888-001;POLICIA MILITAR
2019-016218561-001;POLICIA MILITAR
2018-001640521-001;POLICIA MILITAR
2019-020572599-001;POLICIA CIVIL
2019-046473606-001;POLICIA MILITAR
2018-030843161-001;POLICIA CIVIL
2018-017775770-001;POLICIA MILITAR
2018-036129048-001;POLICIA MILITAR
2019-022936792-001;POLICIA MILITAR
2018-021663510-001;POLICIA MILITAR
2018-027043176-001;POLICIA MILITAR
2019-009462239-001;POLICIA MILITAR
2018-043122631-001;POLICIA MILITAR
2018-008463251-001;POLICIA MILITAR
2019-017937284-001;POLICIA MILITAR
2019-055962310-001;POLICIA MILITAR
2018-011380366-001;POLICIA MILITAR
2019-053061944-001;POLICIA MILITAR
2018-048168308-001;POLICIA MILITAR
2018-043425515-001;POLICIA MILITAR
2019-022401603-001;POLICIA MILITAR
2019-031874577-001;POLICIA MILITAR
2019-012451671-001;POLICIA MILITAR
2018-026487776-001;POLICIA MILITAR
2019-001310870-001;POLICIA MILITAR
2019-034272099-001;POLICIA MILITAR
2019-052617371-001;POLICIA MILITAR
2018-033788475-001;POLICIA MILITAR
2018-037306331-001;POLICIA MILITAR
2018-007505439-001;POLICIA MILITAR
2018-003454408-001;POLICIA MILITAR
2018-016478736-001;POLICIA MILITAR
2018-036860920-001;POLICIA MILITAR
2019-033341933-001;POLICIA MILITAR
2019-033381740-001;POLICIA MILITAR
2018-022612333-001;POLICIA CIVIL
2019-051552890-001;POLICIA MILITAR
2018-042938077-001;POLICIA MILITAR
2018-045152106-001;POLICIA MILITAR
2018-029662645-001;POLICIA MILITAR
2019-028427737-001;POLICIA MILITAR
2019-052297222-001;POLICIA MILITAR
2019-057021077-001;POLICIA MILITAR
2018-005446159-001;POLICIA MILITAR
2019-030276254-001;POLICIA MILITAR
2019-049440231-001;POLICIA MILITAR
2019-050311511-001;POLICIA MILITAR
2019-050311511-002;POLICIA MILITAR
2019-053161912-001;POLICIA MILITAR
2018-026760835-001;POLICIA CIVIL
2018-026894460-001;POLICIA MILITAR
2019-056931830-001;POLICIA MILITAR
2018-015966097-001;POLICIA MILITAR
2019-035097240-001;POLICIA MILITAR
2018-037183157-001;POLICIA MILITAR
2019-022265811-001;POLICIA MILITAR
2019-019871259-001;POLICIA MILITAR
2019-017984810-001;POLICIA MILITAR
2019-015330120-001;POLICIA MILITAR
2019-019198820-001;POLICIA MILITAR
2018-025067757-001;POLICIA MILITAR
2018-044198781-001;POLICIA MILITAR
2018-040131301-001;POLICIA MILITAR
2019-033838000-001;POLICIA CIVIL
2018-015935791-001;POLICIA MILITAR
2018-055053758-001;POLICIA MILITAR
2018-018770499-001;POLICIA MILITAR
2019-048201864-001;POLICIA MILITAR
2018-053458253-001;POLICIA MILITAR
2019-031317849-001;POLICIA MILITAR
2019-043828709-001;POLICIA MILITAR
2019-003611249-001;POLICIA CIVIL
2018-005614130-001;POLICIA MILITAR
2018-035509515-001;POLICIA MILITAR
2019-004441672-001;POLICIA MILITAR
2018-038229612-001;POLICIA MILITAR
2018-013281083-001;POLICIA MILITAR
2019-010679937-001;POLICIA MILITAR
2019-045320354-001;POLICIA MILITAR
2018-018644635-001;POLICIA MILITAR
2019-015717925-001;POLICIA CIVIL
2019-031934794-001;POLICIA MILITAR
2019-015045718-001;POLICIA MILITAR
2018-056321129-001;POLICIA CIVIL
2018-055938612-001;POLICIA MILITAR
2018-000323409-001;POLICIA MILITAR
2019-048741212-001;POLICIA MILITAR
2018-030100581-001;POLICIA CIVIL
2019-033224416-001;POLICIA MILITAR
2019-033668333-001;POLICIA MILITAR
2019-033314172-001;POLICIA MILITAR
2019-033412364-001;POLICIA MILITAR
2019-033503476-001;POLICIA MILITAR
2019-033583454-001;POLICIA MILITAR
2018-027258437-001;POLICIA MILITAR
2019-033128812-001;POLICIA MILITAR
2019-033690816-001;POLICIA MILITAR
2018-037347197-001;POLICIA MILITAR
2019-035775994-001;POLICIA MILITAR
2018-016811057-001;POLICIA MILITAR
2018-048141177-001;POLICIA MILITAR
2019-019237321-001;POLICIA MILITAR
2019-001212005-001;POLICIA MILITAR
2018-012145690-001;POLICIA MILITAR
2018-023805539-001;POLICIA MILITAR
2019-036724554-001;POLICIA MILITAR
2018-027974698-001;POLICIA MILITAR
2019-021607662-001;POLICIA CIVIL
2018-049791496-001;POLICIA CIVIL
2019-033661316-001;POLICIA MILITAR
2018-012321731-001;POLICIA MILITAR
2019-041237159-001;POLICIA CIVIL
2018-004143750-001;POLICIA CIVIL
2019-043944002-001;POLICIA MILITAR
2018-009274886-001;POLICIA CIVIL
2019-016531770-001;POLICIA MILITAR
2019-055169716-001;POLICIA MILITAR
2018-023174406-001;POLICIA MILITAR
2019-006854894-001;POLICIA MILITAR
2018-055064275-001;POLICIA MILITAR
2018-004676709-001;POLICIA MILITAR
2019-006422094-001;POLICIA MILITAR
2018-043220340-001;POLICIA MILITAR
2018-008745196-001;POLICIA MILITAR
2019-035275886-001;POLICIA MILITAR
2018-056110351-001;POLICIA MILITAR
2018-020419704-001;POLICIA MILITAR
2018-011304098-001;POLICIA MILITAR
2018-040379698-001;POLICIA MILITAR
2018-040681289-001;POLICIA MILITAR
2019-048299108-001;POLICIA MILITAR
2019-034075228-001;POLICIA MILITAR
2018-011351743-001;POLICIA MILITAR
2018-011934941-001;POLICIA MILITAR
2019-006425239-001;POLICIA MILITAR
2019-056753277-001;POLICIA MILITAR
2018-048093123-001;POLICIA MILITAR
2018-004353079-001;POLICIA MILITAR
2018-012653150-001;POLICIA CIVIL
2019-045303987-001;POLICIA CIVIL
2019-033876386-001;POLICIA MILITAR
2019-020529461-001;POLICIA MILITAR
2019-004365387-001;POLICIA MILITAR
2018-042747272-001;POLICIA MILITAR
2018-057129931-001;POLICIA MILITAR
2018-005014039-001;POLICIA MILITAR
2018-056151358-001;POLICIA MILITAR
2018-044221104-001;POLICIA MILITAR
2019-026029422-001;POLICIA MILITAR
2018-004355654-001;POLICIA MILITAR
2019-009336810-001;POLICIA MILITAR
2018-050361101-001;POLICIA MILITAR
2019-012042675-001;POLICIA CIVIL
2018-032492360-001;POLICIA MILITAR
2019-033348333-001;POLICIA MILITAR
2018-027990647-001;POLICIA MILITAR
2018-035314963-001;POLICIA MILITAR
2019-038679461-001;POLICIA MILITAR
2018-004956616-001;POLICIA MILITAR
2018-050177521-001;POLICIA MILITAR
2019-053656532-001;POLICIA MILITAR
2018-029965111-001;POLICIA MILITAR
2019-036206576-001;POLICIA MILITAR
2018-000067412-001;POLICIA MILITAR
2018-041072484-001;POLICIA MILITAR
2019-053037735-001;POLICIA MILITAR
2018-053783691-001;POLICIA CIVIL
2018-001633770-001;POLICIA MILITAR
2018-024117915-001;POLICIA MILITAR
2018-041877328-001;POLICIA CIVIL
2019-007220572-001;POLICIA CIVIL
2019-039988101-001;POLICIA MILITAR
2019-033467427-001;POLICIA MILITAR
2018-003104100-001;POLICIA MILITAR
2019-009596584-001;POLICIA MILITAR
2019-030205280-001;POLICIA MILITAR
2018-041807029-001;POLICIA MILITAR
2018-023927704-001;POLICIA MILITAR
2018-001895446-001;POLICIA MILITAR
2018-027720464-001;POLICIA MILITAR
2018-056662425-001;POLICIA MILITAR
2019-013675824-001;POLICIA MILITAR
2018-042861937-001;POLICIA MILITAR
2019-045341306-001;POLICIA MILITAR
2019-048060017-001;POLICIA MILITAR
2019-053181835-001;POLICIA MILITAR
2019-021841776-001;POLICIA CIVIL
2018-034169020-001;POLICIA MILITAR
2018-026302381-001;POLICIA MILITAR
2018-010452054-001;POLICIA CIVIL
2018-030836445-001;POLICIA CIVIL
2019-021777498-001;POLICIA CIVIL
2019-057029149-001;POLICIA CIVIL
2019-018394451-001;POLICIA MILITAR
2018-046212675-001;POLICIA MILITAR
2019-045349001-001;POLICIA MILITAR
2019-029993896-001;POLICIA MILITAR
2018-024842876-001;POLICIA CIVIL
2019-001249542-001;POLICIA MILITAR
2019-000352350-001;POLICIA MILITAR
2018-037886402-001;POLICIA MILITAR
2018-003075464-001;POLICIA MILITAR
2018-022079580-001;POLICIA MILITAR
2018-032585760-001;POLICIA MILITAR
2019-034799221-001;POLICIA MILITAR
2019-033188568-001;POLICIA MILITAR
2018-026037115-001;POLICIA MILITAR
2018-031639051-001;POLICIA MILITAR
2018-010821140-002;POLICIA MILITAR
2019-021682858-001;POLICIA MILITAR
2018-042156880-001;POLICIA MILITAR
2018-004324114-001;POLICIA MILITAR
2018-030118360-001;POLICIA MILITAR
2019-013555450-001;POLICIA MILITAR
2018-046394690-001;POLICIA CIVIL
2018-057416960-001;POLICIA MILITAR
2018-026046012-001;POLICIA MILITAR
2018-041685910-001;POLICIA MILITAR
2019-006032551-001;POLICIA CIVIL
2019-040539749-001;POLICIA MILITAR
2018-030198442-001;POLICIA MILITAR
2018-046180900-001;POLICIA MILITAR
2018-041688171-001;POLICIA MILITAR
2019-001697769-001;POLICIA MILITAR
2018-040237779-001;POLICIA MILITAR
2019-029619139-001;POLICIA MILITAR
2019-023963541-001;POLICIA MILITAR
2018-047058010-001;POLICIA MILITAR
2018-017861183-001;POLICIA MILITAR
2018-032393500-001;POLICIA MILITAR
